date,price
2023-04-13,2094.44
2023-04-14,2084.84
2023-04-15,2113.16
2023-04-16,2077.93
2023-04-17,2062.34
2023-04-18,2071.95
2023-04-19,2068.18
2023-04-20,2103.45
2023-04-21,2069.41
2023-04-22,2105.6
2023-04-23,2097.56
2023-04-24,2109.04
2023-04-25,2102.05
2023-04-26,2095.8
2023-04-27,2092.72
2023-04-28,2050.22
2023-04-29,2055.53
2023-04-30,2004.46
2023-05-01,2067.45
2023-05-02,2035.07
2023-05-03,2065.61
2023-05-04,2066.87
2023-05-05,2006.51
2023-05-06,2014.35
2023-05-07,2032.15
2023-05-08,2024.42
2023-05-09,2042.77
2023-05-10,1999.79
2023-05-11,2033.91
2023-05-12,1978.46
2023-05-13,1961.74
2023-05-14,2046.44
2023-05-15,1982.49
2023-05-16,2002.52
2023-05-17,1974.0
2023-05-18,1971.72
2023-05-19,1999.65
2023-05-20,1996.73
2023-05-21,2036.07
2023-05-22,2017.41
2023-05-23,1993.46
2023-05-24,2021.42
2023-05-25,2029.54
2023-05-26,2005.81
2023-05-27,1978.78
2023-05-28,2018.69
2023-05-29,2038.39
2023-05-30,2002.77
2023-05-31,2033.12
2023-06-01,2005.41
2023-06-02,2000.48
2023-06-03,1940.47
2023-06-04,1937.22
2023-06-05,1966.07
2023-06-06,1915.73
2023-06-07,1944.88
2023-06-08,1985.24
2023-06-09,1937.62
2023-06-10,1970.18
2023-06-11,1912.38
2023-06-12,1934.92
2023-06-13,1976.64
2023-06-14,1950.24
2023-06-15,1950.01
2023-06-16,1988.54
2023-06-17,1974.03
2023-06-18,1908.33
2023-06-19,1969.35
2023-06-20,1910.77
2023-06-21,1925.47
2023-06-22,1923.82
2023-06-23,1951.7
2023-06-24,1885.69
2023-06-25,1928.57
2023-06-26,1928.02
2023-06-27,1933.64
2023-06-28,1901.77
2023-06-29,1933.87
2023-06-30,1882.29
2023-07-01,1932.69
2023-07-02,1906.76
2023-07-03,1853.71
2023-07-04,1901.78
2023-07-05,1892.03
2023-07-06,1873.65
2023-07-07,1859.67
2023-07-08,1870.41
2023-07-09,1833.38
2023-07-10,1918.09
2023-07-11,1835.79
2023-07-12,1845.64
2023-07-13,1892.83
2023-07-14,1873.91
2023-07-15,1874.38
2023-07-16,1893.2
2023-07-17,1839.17
2023-07-18,1815.61
2023-07-19,1864.62
2023-07-20,1860.0
2023-07-21,1825.79
2023-07-22,1796.75
2023-07-23,1862.24
2023-07-24,1840.76
2023-07-25,1784.21
2023-07-26,1839.75
2023-07-27,1775.98
2023-07-28,1798.84
2023-07-29,1778.22
2023-07-30,1788.16
2023-07-31,1779.65
2023-08-01,1782.36
2023-08-02,1815.16
2023-08-03,1800.31
2023-08-04,1806.0
2023-08-05,1815.13
2023-08-06,1772.64
2023-08-07,1781.48
2023-08-08,1790.42
2023-08-09,1818.21
2023-08-10,1793.43
2023-08-11,1802.91
2023-08-12,1789.99
2023-08-13,1787.69
2023-08-14,1709.5
2023-08-15,1776.43
2023-08-16,1755.59
2023-08-17,1748.16
2023-08-18,1729.69
2023-08-19,1729.12
2023-08-20,1747.8
2023-08-21,1755.54
2023-08-22,1691.56
2023-08-23,1732.82
2023-08-24,1709.41
2023-08-25,1696.11
2023-08-26,1727.51
2023-08-27,1705.68
2023-08-28,1693.96
2023-08-29,1687.91
2023-08-30,1711.54
2023-08-31,1700.83
2023-09-01,1670.02
2023-09-02,1673.19
2023-09-03,1686.67
2023-09-04,1698.3
2023-09-05,1658.25
2023-09-06,1693.83
2023-09-07,1657.52
2023-09-08,1743.53
2023-09-09,1648.14
2023-09-10,1648.7
2023-09-11,1670.06
2023-09-12,1639.46
2023-09-13,1679.29
2023-09-14,1700.17
2023-09-15,1642.57
2023-09-16,1653.19
2023-09-17,1632.87
2023-09-18,1642.39
2023-09-19,1674.33
2023-09-20,1657.81
2023-09-21,1610.47
2023-09-22,1667.13
2023-09-23,1654.43
2023-09-24,1634.67
2023-09-25,1603.55
2023-09-26,1617.9
2023-09-27,1593.8
2023-09-28,1621.07
2023-09-29,1598.9
2023-09-30,1549.51
2023-10-01,1622.23
2023-10-02,1612.31
2023-10-03,1641.52
2023-10-04,1619.76
2023-10-05,1635.38
2023-10-06,1665.87
2023-10-07,1655.73
2023-10-08,1660.99
2023-10-09,1741.65
2023-10-10,1665.0
2023-10-11,1681.18
2023-10-12,1728.43
2023-10-13,1671.87
2023-10-14,1673.45
2023-10-15,1671.01
2023-10-16,1729.12
2023-10-17,1739.25
2023-10-18,1750.02
2023-10-19,1703.16
2023-10-20,1772.5
2023-10-21,1785.34
2023-10-22,1758.97
2023-10-23,1770.1
2023-10-24,1794.93
2023-10-25,1794.44
2023-10-26,1809.57
2023-10-27,1770.68
2023-10-28,1802.96
2023-10-29,1782.37
2023-10-30,1840.34
2023-10-31,1845.33
2023-11-01,1835.74
2023-11-02,1854.37
2023-11-03,1810.56
2023-11-04,1885.49
2023-11-05,1856.13
2023-11-06,1880.56
2023-11-07,1916.15
2023-11-08,1870.83
2023-11-09,1934.12
2023-11-10,1911.24
2023-11-11,1916.19
2023-11-12,1939.12
2023-11-13,1894.65
2023-11-14,1955.74
2023-11-15,1947.95
2023-11-16,1984.22
2023-11-17,1955.16
2023-11-18,1958.5
2023-11-19,1987.88
2023-11-20,1982.85
2023-11-21,1957.22
2023-11-22,1994.18
2023-11-23,2045.87
2023-11-24,2012.57
2023-11-25,1996.66
2023-11-26,2052.58
2023-11-27,1981.79
2023-11-28,1981.08
2023-11-29,2053.72
2023-11-30,2067.13
2023-12-01,2076.07
2023-12-02,2049.11
2023-12-03,2079.91
2023-12-04,2048.41
2023-12-05,2106.92
2023-12-06,2056.62
2023-12-07,2110.65
2023-12-08,2131.41
2023-12-09,2074.62
2023-12-10,2121.7
2023-12-11,2171.53
2023-12-12,2203.89
2023-12-13,2112.78
2023-12-14,2180.29
2023-12-15,2136.56
2023-12-16,2140.53
2023-12-17,2244.79
2023-12-18,2222.05
2023-12-19,2181.06
2023-12-20,2222.66
2023-12-21,2244.48
2023-12-22,2236.84
2023-12-23,2313.92
2023-12-24,2266.56
2023-12-25,2152.66
2023-12-26,2251.69
2023-12-27,2244.16
2023-12-28,2269.95
2023-12-29,2285.08
2023-12-30,2269.92
2023-12-31,2262.57
2024-01-01,2370.48
2024-01-02,2366.97
2024-01-03,2345.09
2024-01-04,2416.28
2024-01-05,2439.32
2024-01-06,2484.18
2024-01-07,2421.86
2024-01-08,2512.84
2024-01-09,2483.9
2024-01-10,2573.56
2024-01-11,2545.33
2024-01-12,2487.91
2024-01-13,2600.03
2024-01-14,2551.46
2024-01-15,2635.98
2024-01-16,2665.24
2024-01-17,2674.34
2024-01-18,2652.99
2024-01-19,2690.69
2024-01-20,2724.5
2024-01-21,2772.08
2024-01-22,2859.63
2024-01-23,2858.46
2024-01-24,2831.16
2024-01-25,2929.25
2024-01-26,2837.84
2024-01-27,2950.28
2024-01-28,2935.51
2024-01-29,2976.73
2024-01-30,3017.82
2024-01-31,2981.46
2024-02-01,3071.61
2024-02-02,3057.68
2024-02-03,3192.55
2024-02-04,3089.89
2024-02-05,3186.56
2024-02-06,3180.58
2024-02-07,3117.09
2024-02-08,3261.17
2024-02-09,3167.72
2024-02-10,3133.35
2024-02-11,3306.65
2024-02-12,3340.56
2024-02-13,3313.39
2024-02-14,3320.73
2024-02-15,3436.5
2024-02-16,3415.82
2024-02-17,3369.23
2024-02-18,3463.27
2024-02-19,3384.33
2024-02-20,3442.51
2024-02-21,3439.5
2024-02-22,3401.49
2024-02-23,3478.02
2024-02-24,3628.85
2024-02-25,3527.43
2024-02-26,3579.68
2024-02-27,3569.18
2024-02-28,3702.87
2024-02-29,3678.44
2024-03-01,3728.6
2024-03-02,3718.42
2024-03-03,3681.47
2024-03-04,3715.19
2024-03-05,3840.88
2024-03-06,3812.93
2024-03-07,3883.79
2024-03-08,3678.95
2024-03-09,3949.83
2024-03-10,3879.15
2024-03-11,4059.21
2024-03-12,3923.76
2024-03-13,3978.71
2024-03-14,4039.62
2024-03-15,3944.95
2024-03-16,4047.23
2024-03-17,3953.77
2024-03-18,4067.02
2024-03-19,4034.78
2024-03-20,4014.44
2024-03-21,3939.02
2024-03-22,3967.18
2024-03-23,3995.11
2024-03-24,3853.46
2024-03-25,3939.28
2024-03-26,4025.48
2024-03-27,3891.62
2024-03-28,4040.62
2024-03-29,3924.68
2024-03-30,3978.69
2024-03-31,3888.84
2024-04-01,3983.16
2024-04-02,3979.33
2024-04-03,4016.69
2024-04-04,4027.0
2024-04-05,4018.47
2024-04-06,3954.12
2024-04-07,3866.79
2024-04-08,4014.88
2024-04-09,3857.22
2024-04-10,3905.77
2024-04-11,3972.56
2024-04-12,3952.71
2024-04-13,4017.82
2024-04-14,3921.28
2024-04-15,3819.64
2024-04-16,3900.29
2024-04-17,3924.14
2024-04-18,3890.82
2024-04-19,3991.68
2024-04-20,3891.82
2024-04-21,3819.72
2024-04-22,3928.58
2024-04-23,3831.62
2024-04-24,3995.55
2024-04-25,3909.45
2024-04-26,3809.23
2024-04-27,3951.57
2024-04-28,4024.18
2024-04-29,3766.8
2024-04-30,3933.59
2024-05-01,3906.64
2024-05-02,3886.16
2024-05-03,3893.37
2024-05-04,3899.45
2024-05-05,3828.14
2024-05-06,3947.64
2024-05-07,3785.09
2024-05-08,3974.18
2024-05-09,3946.64
2024-05-10,3787.1
2024-05-11,3852.85
2024-05-12,3932.64
2024-05-13,3819.76
2024-05-14,3836.2
2024-05-15,3819.84
2024-05-16,3907.76
2024-05-17,3802.99
2024-05-18,3834.88
2024-05-19,3863.97
2024-05-20,3818.45
2024-05-21,3778.1
2024-05-22,3748.34
2024-05-23,3735.73
2024-05-24,3752.65
2024-05-25,3719.19
2024-05-26,3773.59
2024-05-27,3829.83
2024-05-28,3813.22
2024-05-29,3760.38
2024-05-30,3746.96
2024-05-31,3745.87
2024-06-01,3720.89
2024-06-02,3703.89
2024-06-03,3787.85
2024-06-04,3643.13
2024-06-05,3696.34
2024-06-06,3635.21
2024-06-07,3775.75
2024-06-08,3519.43
2024-06-09,3601.18
2024-06-10,3546.77
2024-06-11,3497.53
2024-06-12,3528.91
2024-06-13,3494.29
2024-06-14,3404.52
2024-06-15,3455.8
2024-06-16,3427.58
2024-06-17,3447.96
2024-06-18,3324.68
2024-06-19,3402.66
2024-06-20,3293.33
2024-06-21,3179.79
2024-06-22,3276.28
2024-06-23,3220.67
2024-06-24,3156.13
2024-06-25,3216.72
2024-06-26,3123.9
2024-06-27,3167.59
2024-06-28,3090.01
2024-06-29,3102.22
2024-06-30,3072.54
2024-07-01,3036.79
2024-07-02,2942.96
2024-07-03,3003.95
2024-07-04,2937.88
2024-07-05,2998.19
2024-07-06,2905.33
2024-07-07,2890.67
2024-07-08,2799.81
2024-07-09,2789.06
2024-07-10,2784.03
2024-07-11,2705.5
2024-07-12,2679.81
2024-07-13,2697.14
2024-07-14,2672.26
2024-07-15,2657.26
2024-07-16,2667.03
2024-07-17,2581.33
2024-07-18,2597.02
2024-07-19,2539.09
2024-07-20,2511.13
2024-07-21,2501.92
2024-07-22,2389.66
2024-07-23,2442.43
2024-07-24,2390.74
2024-07-25,2354.39
2024-07-26,2294.7
2024-07-27,2319.87
2024-07-28,2244.2
2024-07-29,2312.88
2024-07-30,2248.82
2024-07-31,2174.48
2024-08-01,2182.34
2024-08-02,2203.13
2024-08-03,2133.1
2024-08-04,2117.19
2024-08-05,2088.37
2024-08-06,2135.88
2024-08-07,2124.42
2024-08-08,2218.49
2024-08-09,2241.08
2024-08-10,2401.91
2024-08-11,2332.52
2024-08-12,2363.73
2024-08-13,2455.88
2024-08-14,2454.24
2024-08-15,2509.5
2024-08-16,2506.7
2024-08-17,2640.19
2024-08-18,2595.33
2024-08-19,2674.98
2024-08-20,2745.86
2024-08-21,2692.91
2024-08-22,2710.52
2024-08-23,2739.68
2024-08-24,2748.92
2024-08-25,2681.74
2024-08-26,2739.01
2024-08-27,2698.03
2024-08-28,2711.45
2024-08-29,2720.65
2024-08-30,2802.84
2024-08-31,2823.94
2024-09-01,2871.15
2024-09-02,2766.07
2024-09-03,2738.68
2024-09-04,2738.54
2024-09-05,2851.34
2024-09-06,2725.1
2024-09-07,2781.45
2024-09-08,2776.23
2024-09-09,2878.9
2024-09-10,2767.81
2024-09-11,2862.32
2024-09-12,2876.63
2024-09-13,2819.25
2024-09-14,2851.35
2024-09-15,2771.37
2024-09-16,2838.34
2024-09-17,2838.18
2024-09-18,2742.25
2024-09-19,2875.7
2024-09-20,2878.41
2024-09-21,2795.56
2024-09-22,2812.81
2024-09-23,2846.59
2024-09-24,2861.32
2024-09-25,2876.2
2024-09-26,2853.13
2024-09-27,2856.16
2024-09-28,2918.62
2024-09-29,2889.78
2024-09-30,2911.12
2024-10-01,2910.99
2024-10-02,2946.38
2024-10-03,2924.79
2024-10-04,2974.8
2024-10-05,2946.65
2024-10-06,2986.67
2024-10-07,3007.86
2024-10-08,2893.1
2024-10-09,3004.14
2024-10-10,3047.8
2024-10-11,2930.3
2024-10-12,2977.52
2024-10-13,2968.22
2024-10-14,3009.24
2024-10-15,3018.1
2024-10-16,2969.88
2024-10-17,3064.43
2024-10-18,2971.84
2024-10-19,3009.53
2024-10-20,3067.44
2024-10-21,3114.99
2024-10-22,3008.27
2024-10-23,3072.48
2024-10-24,3052.15
2024-10-25,2975.03
2024-10-26,3008.89
2024-10-27,3002.63
2024-10-28,3040.03
2024-10-29,3049.24
2024-10-30,3074.97
2024-10-31,3137.96
2024-11-01,3103.76
2024-11-02,3212.42
2024-11-03,3083.44
2024-11-04,3136.7
2024-11-05,3124.57
2024-11-06,3180.82
2024-11-07,3098.09
2024-11-08,3160.62
2024-11-09,3202.71
2024-11-10,3097.72
2024-11-11,3133.32
2024-11-12,3165.87
2024-11-13,3126.84
2024-11-14,3111.24
2024-11-15,3244.71
2024-11-16,3152.26
2024-11-17,3250.84
2024-11-18,3149.48
2024-11-19,3169.07
2024-11-20,3222.28
2024-11-21,3179.62
2024-11-22,3151.66
2024-11-23,3165.44
2024-11-24,3218.37
2024-11-25,3178.45
2024-11-26,3220.04
2024-11-27,3111.99
2024-11-28,3199.31
2024-11-29,3222.84
2024-11-30,3211.95
2024-12-01,3193.79
2024-12-02,3204.33
2024-12-03,3256.07
2024-12-04,3330.56
2024-12-05,3194.71
2024-12-06,3254.88
2024-12-07,3321.66
2024-12-08,3295.4
2024-12-09,3279.59
2024-12-10,3267.23
2024-12-11,3295.39
2024-12-12,3295.0
2024-12-13,3196.86
2024-12-14,3274.98
2024-12-15,3218.82
2024-12-16,3385.37
2024-12-17,3367.36
2024-12-18,3292.19
2024-12-19,3377.13
2024-12-20,3464.86
2024-12-21,3316.08
2024-12-22,3417.97
2024-12-23,3376.15
2024-12-24,3351.22
2024-12-25,3312.54
2024-12-26,3345.55
2024-12-27,3358.93
2024-12-28,3266.65
2024-12-29,3416.44
2024-12-30,3378.35
2024-12-31,3423.42
2025-01-01,3374.7
2025-01-02,3544.66
2025-01-03,3303.93
2025-01-04,3336.85
2025-01-05,3416.02
2025-01-06,3495.76
2025-01-07,3322.17
2025-01-08,3460.84
2025-01-09,3318.19
2025-01-10,3425.72
2025-01-11,3360.37
2025-01-12,3464.78
2025-01-13,3438.19
2025-01-14,3312.24
2025-01-15,3487.9
2025-01-16,3280.57
2025-01-17,3317.22
2025-01-18,3419.22
2025-01-19,3288.35
2025-01-20,3289.1
2025-01-21,3323.6
2025-01-22,3335.65
2025-01-23,3328.43
2025-01-24,3268.29
2025-01-25,3311.07
2025-01-26,3328.9
2025-01-27,3367.72
2025-01-28,3305.67
2025-01-29,3223.78
2025-01-30,3282.98
2025-01-31,3247.12
2025-02-01,3338.46
2025-02-02,3187.56
2025-02-03,3293.21
2025-02-04,3209.71
2025-02-05,3320.06
2025-02-06,3291.59
2025-02-07,3260.69
2025-02-08,3270.64
2025-02-09,3225.72
2025-02-10,3270.98
2025-02-11,3231.8
2025-02-12,3265.69
2025-02-13,3229.15
2025-02-14,3102.44
2025-02-15,3193.62
2025-02-16,3287.64
2025-02-17,3280.48
2025-02-18,3211.61
2025-02-19,3196.58
2025-02-20,3182.6
2025-02-21,3224.95
2025-02-22,3218.5
2025-02-23,3140.04
2025-02-24,3214.48
2025-02-25,3237.74
2025-02-26,3129.52
2025-02-27,3162.17
2025-02-28,3189.13
2025-03-01,3197.45
2025-03-02,3139.28
2025-03-03,3130.24
2025-03-04,3129.39
2025-03-05,3165.56
2025-03-06,3163.65
2025-03-07,3138.56
2025-03-08,3071.36
2025-03-09,3080.38
2025-03-10,3157.51
2025-03-11,3066.47
2025-03-12,3130.33
2025-03-13,3098.93
2025-03-14,3083.73
2025-03-15,3109.14
2025-03-16,3182.0
2025-03-17,3113.43
2025-03-18,3082.32
2025-03-19,3023.77
2025-03-20,3111.89
2025-03-21,3136.8
2025-03-22,3108.33
2025-03-23,3130.12
2025-03-24,3094.33
2025-03-25,3008.44
2025-03-26,3062.41
2025-03-27,3084.62
2025-03-28,3089.64
2025-03-29,3030.05
2025-03-30,3045.79
2025-03-31,3061.45
2025-04-01,3098.78
2025-04-02,3082.63
2025-04-03,3062.3
2025-04-04,3046.95
2025-04-05,2978.48
2025-04-06,2971.16
2025-04-07,3012.95
2025-04-08,3060.23
2025-04-09,3027.06
2025-04-10,3030.56
2025-04-11,2933.72
2025-04-12,2931.65
2025-04-13,3043.71
2025-04-14,2987.92
2025-04-15,2926.7
2025-04-16,3021.03
2025-04-17,2989.16
2025-04-18,3105.34
2025-04-19,3025.42
2025-04-20,2981.21
2025-04-21,2955.13
2025-04-22,2968.2
2025-04-23,2949.4
2025-04-24,2886.33
2025-04-25,2987.04
2025-04-26,2954.24
2025-04-27,2816.75
2025-04-28,2906.24
2025-04-29,2893.84
2025-04-30,2969.37
2025-05-01,2920.44
2025-05-02,2983.53
2025-05-03,2844.9
2025-05-04,2863.56
2025-05-05,2953.1
2025-05-06,2874.1
2025-05-07,2852.65
2025-05-08,2871.87
2025-05-09,2857.84
2025-05-10,2910.2
2025-05-11,2931.25
2025-05-12,2810.42
2025-05-13,2862.46
2025-05-14,2871.67
2025-05-15,2870.64
2025-05-16,2898.94
2025-05-17,2864.35
2025-05-18,2830.43
2025-05-19,2803.76
2025-05-20,2769.43
2025-05-21,2827.59
2025-05-22,2840.09
2025-05-23,2874.73
2025-05-24,2815.53
2025-05-25,2926.19
2025-05-26,2820.44
2025-05-27,2799.29
2025-05-28,2831.86
2025-05-29,2770.91
2025-05-30,2816.69
2025-05-31,2717.13
2025-06-01,2828.4
2025-06-02,2801.39
2025-06-03,2806.02
2025-06-04,2802.27
2025-06-05,2740.98
2025-06-06,2755.31
2025-06-07,2857.14
2025-06-08,2810.84
2025-06-09,2763.75
2025-06-10,2804.93
2025-06-11,2802.95
2025-06-12,2866.14
2025-06-13,2829.45
2025-06-14,2798.85
2025-06-15,2761.55
2025-06-16,2853.22
2025-06-17,2773.23
2025-06-18,2739.81
2025-06-19,2723.86
2025-06-20,2737.36
2025-06-21,2756.69
2025-06-22,2802.23
2025-06-23,2806.94
2025-06-24,2815.39
2025-06-25,2772.54
2025-06-26,2799.27
2025-06-27,2857.03
2025-06-28,2799.68
2025-06-29,2826.94
2025-06-30,2696.63
2025-07-01,2727.06
2025-07-02,2725.28
2025-07-03,2644.3
2025-07-04,2756.56
2025-07-05,2809.6
2025-07-06,2728.62
2025-07-07,2757.36
2025-07-08,2712.68
2025-07-09,2726.22
2025-07-10,2756.82
2025-07-11,2694.45
2025-07-12,2790.55
2025-07-13,2661.96
2025-07-14,2752.68
2025-07-15,2717.84
2025-07-16,2797.75
2025-07-17,2766.47
2025-07-18,2648.34
2025-07-19,2633.11
2025-07-20,2689.97
2025-07-21,2709.01
2025-07-22,2720.43
2025-07-23,2728.0
2025-07-24,2752.89
2025-07-25,2668.13
2025-07-26,2649.0
2025-07-27,2731.43
2025-07-28,2704.99
2025-07-29,2714.09
2025-07-30,2690.74
2025-07-31,2708.44
2025-08-01,2774.6
2025-08-02,2646.62
2025-08-03,2661.43
2025-08-04,2735.94
2025-08-05,2772.13
2025-08-06,2698.69
2025-08-07,2654.39
2025-08-08,2623.05
2025-08-09,2713.38
2025-08-10,2650.78
2025-08-11,2788.11
2025-08-12,2793.38
2025-08-13,2706.34
2025-08-14,2715.41
2025-08-15,2689.6
2025-08-16,2739.08
2025-08-17,2691.43
2025-08-18,2692.7
2025-08-19,2743.6
2025-08-20,2712.57
2025-08-21,2771.77
2025-08-22,2618.6
2025-08-23,2660.74
2025-08-24,2645.33
2025-08-25,2714.12
2025-08-26,2659.04
2025-08-27,2701.66
2025-08-28,2629.13
2025-08-29,2670.86
2025-08-30,2765.35
2025-08-31,2737.49
2025-09-01,2595.18
2025-09-02,2683.61
2025-09-03,2700.67
2025-09-04,2646.46
2025-09-05,2620.72
2025-09-06,2689.83
2025-09-07,2666.0
2025-09-08,2682.61
2025-09-09,2652.85
2025-09-10,2750.68
2025-09-11,2619.93
2025-09-12,2635.18
2025-09-13,2674.02
2025-09-14,2681.22
2025-09-15,2595.89
2025-09-16,2700.85
2025-09-17,2589.97
2025-09-18,2646.73
2025-09-19,2632.89
2025-09-20,2615.6
2025-09-21,2687.17
2025-09-22,2547.87
2025-09-23,2610.5
2025-09-24,2602.31
2025-09-25,2671.22
2025-09-26,2696.5
2025-09-27,2664.44
2025-09-28,2687.49
2025-09-29,2543.19
2025-09-30,2636.03
2025-10-01,2573.65
2025-10-02,2611.99
2025-10-03,2634.99
2025-10-04,2627.67
2025-10-05,2676.65
2025-10-06,2543.33
2025-10-07,2586.88
2025-10-08,2560.16
2025-10-09,2552.57
2025-10-10,2654.95
2025-10-11,2621.24
2025-10-12,2673.68
2025-10-13,2657.69
2025-10-14,2612.53
2025-10-15,2570.51
2025-10-16,2645.83
2025-10-17,2578.6
2025-10-18,2557.37
2025-10-19,2557.9
2025-10-20,2606.16
2025-10-21,2649.36
2025-10-22,2600.64
2025-10-23,2644.88
2025-10-24,2599.33
2025-10-25,2577.77
2025-10-26,2698.8
2025-10-27,2662.34
2025-10-28,2597.79
2025-10-29,2556.42
2025-10-30,2524.88
2025-10-31,2601.48
2025-11-01,2574.6
2025-11-02,2601.19
2025-11-03,2594.2
2025-11-04,2597.17
2025-11-05,2623.06
2025-11-06,2589.61
2025-11-07,2548.1
2025-11-08,2544.89
2025-11-09,2595.75
2025-11-10,2530.48
2025-11-11,2598.12
2025-11-12,2596.54
2025-11-13,2565.92
2025-11-14,2536.12
2025-11-15,2496.45
2025-11-16,2520.16
2025-11-17,2499.49
2025-11-18,2561.59
2025-11-19,2542.18
2025-11-20,2522.42
2025-11-21,2589.8
2025-11-22,2559.89
2025-11-23,2555.34
2025-11-24,2573.48
2025-11-25,2590.36
2025-11-26,2488.0
2025-11-27,2574.9
2025-11-28,2477.38
2025-11-29,2514.74
2025-11-30,2582.28
2025-12-01,2568.61
2025-12-02,2566.18
2025-12-03,2546.37
2025-12-04,2591.82
2025-12-05,2477.99
2025-12-06,2523.61
2025-12-07,2535.6
2025-12-08,2609.71
2025-12-09,2569.96
2025-12-10,2568.98
2025-12-11,2499.3
2025-12-12,2612.03
2025-12-13,2543.22
2025-12-14,2485.86
2025-12-15,2611.28
2025-12-16,2467.17
2025-12-17,2486.89
2025-12-18,2509.47
2025-12-19,2479.89
2025-12-20,2535.39
2025-12-21,2524.52
2025-12-22,2516.95
2025-12-23,2582.61
2025-12-24,2448.34
2025-12-25,2559.86
2025-12-26,2476.03
2025-12-27,2560.59
2025-12-28,2575.79
2025-12-29,2589.22
2025-12-30,2494.26
2025-12-31,2456.38
2026-01-01,2511.34
2026-01-02,2496.1
2026-01-03,2431.11
2026-01-04,2523.73
2026-01-05,2460.7
2026-01-06,2548.24
2026-01-07,2529.43
2026-01-08,2481.86
2026-01-09,2492.78
2026-01-10,2481.41
2026-01-11,2472.44
2026-01-12,2604.23
2026-01-13,2452.69
2026-01-14,2488.73
2026-01-15,2522.68
2026-01-16,2470.44
2026-01-17,2460.39
2026-01-18,2433.36
2026-01-19,2526.28
2026-01-20,2507.45
2026-01-21,2497.48
2026-01-22,2422.94
2026-01-23,2496.81
2026-01-24,2487.74
2026-01-25,2463.63
2026-01-26,2424.12
2026-01-27,2472.18
2026-01-28,2441.03
2026-01-29,2475.35
2026-01-30,2473.78
2026-01-31,2457.95
2026-02-01,2502.2
2026-02-02,2466.13
2026-02-03,2487.2
2026-02-04,2482.15
2026-02-05,2503.0
2026-02-06,2429.12
2026-02-07,2451.05
2026-02-08,2496.92
2026-02-09,2467.57
2026-02-10,2502.51
2026-02-11,2487.5
2026-02-12,2442.65
2026-02-13,2490.56
2026-02-14,2447.65
2026-02-15,2491.43
2026-02-16,2523.51
2026-02-17,2494.47
2026-02-18,2537.59
2026-02-19,2395.3
2026-02-20,2431.26
2026-02-21,2440.69
2026-02-22,2434.82
2026-02-23,2462.25
2026-02-24,2434.1
2026-02-25,2487.26
2026-02-26,2481.84
2026-02-27,2459.92
2026-02-28,2406.7
2026-03-01,2462.91
2026-03-02,2466.6
2026-03-03,2453.91
2026-03-04,2441.1
2026-03-05,2490.28
2026-03-06,2418.04
2026-03-07,2423.74
2026-03-08,2460.57
2026-03-09,2454.63
2026-03-10,2465.42
2026-03-11,2422.97
2026-03-12,2384.41
2026-03-13,2386.29
2026-03-14,2414.7
2026-03-15,2458.4
2026-03-16,2457.43
2026-03-17,2361.49
2026-03-18,2446.1
2026-03-19,2422.54
2026-03-20,2386.86
2026-03-21,2503.46
2026-03-22,2432.45
2026-03-23,2451.96
2026-03-24,2514.19
2026-03-25,2398.91
2026-03-26,2404.65
2026-03-27,2472.1
2026-03-28,2369.73
2026-03-29,2418.87
2026-03-30,2416.91
2026-03-31,2449.42
2026-04-01,2428.01
2026-04-02,2379.34
2026-04-03,2446.6
2026-04-04,2441.03
2026-04-05,2371.54
2026-04-06,2383.72
2026-04-07,2388.63
2026-04-08,2365.18
2026-04-09,2444.13
2026-04-10,2393.08
2026-04-11,2393.79
2026-04-12,2365.45
2026-04-13,2387.69
2026-04-14,2454.43
2026-04-15,2400
